"landed_year","dealer_state","dealer_city","total_live_lbs","total_value","total_adjusted_val","perc_change_Val","perc_change_lbs"
2011,"TX","PORT ISABEL",9008088,19854517,23013798,494.88,516.89
2012,"TX","PORT ISABEL",8628430,19664866,22375471,-2.77,-4.21
2013,"TX","PORT ISABEL",8345909,28550104,31926420,42.68,-3.27
2014,"TX","PORT ISABEL",8389496.7,32422096.45,35590675,11.48,0.52
2015,"TX","PORT ISABEL",11439291,24832500,26989340,-24.17,36.35
2016,"TX","PORT ISABEL",8572642,24814208.9,26701907,-1.06,-25.06
2017,"TX","PORT ISABEL",11897004,32514185,34335298,28.59,38.78
2018,"TX","PORT ISABEL",9549009,24427805,25190489,-26.63,-19.74
2019,"TX","PORT ISABEL",5641669,15566215,15769391,-37.4,-40.92
2020,"TX","PORT ISABEL",5745222,15663467,15663467,-0.67,1.84
1977,"TX","PORT LAVACA",2320054,2662113,9061983,0,0
1978,"TX","PORT LAVACA",2279955,3049229,9697397,7.01,-1.73
1979,"TX","PORT LAVACA",1967421,3204923,9411784,-2.95,-13.71
1980,"TX","PORT LAVACA",1993208,3306144,8904660,-5.39,1.31
1981,"TX","PORT LAVACA",3283949,5325787,13104457,47.16,64.76
1982,"TX","PORT LAVACA",2323583,4906311,11369851,-13.24,-29.24
1983,"TX","PORT LAVACA",2601444,4763145,10622066,-6.58,11.96
1984,"TX","PORT LAVACA",2496133,4533748,9758399,-8.13,-4.05
1985,"TX","PORT LAVACA",2343659,3686707,7691951,-21.18,-6.11
1986,"TX","PORT LAVACA",2578674,4310768,8816486,14.62,10.03
1987,"TX","PORT LAVACA",3285814,4959739,9898946,12.28,27.42
1988,"TX","PORT LAVACA",2941137,4771202,9198190,-7.08,-10.49
1989,"TX","PORT LAVACA",2527746,4517628,8380758,-8.89,-14.06
1990,"TX","PORT LAVACA",3311076,6290946,11249374,34.23,30.99
1991,"TX","PORT LAVACA",2771301,5152690,8912542,-20.77,-16.3
1992,"TX","PORT LAVACA",1812008,3371710,5702070,-36.02,-34.62
1993,"TX","PORT LAVACA",1686701,2650246,4378175,-23.22,-6.92
1994,"TX","PORT LAVACA",2183720,3998664,6467709,47.73,29.47
1995,"TX","PORT LAVACA",1236258,2280477,3612795,-44.14,-43.39
1996,"TX","PORT LAVACA",1467557,2789118,4339153,20.11,18.71
1997,"TX","PORT LAVACA",1061072,2276717,3481955,-19.75,-27.7
1998,"TX","PORT LAVACA",1678985,2794394,4226133,21.37,58.23
1999,"TX","PORT LAVACA",793686,1485716,2215722,-47.57,-52.73
2000,"TX","PORT LAVACA",1138882,2809379,4096922,84.9,43.49
2001,"TX","PORT LAVACA",1711047,3615399,5156168,25.85,50.24
2002,"TX","PORT LAVACA",459790,435937,612183,-88.13,-73.13
2003,"TX","PORT LAVACA",240629,257117,354080,-42.16,-47.67
2004,"TX","PORT LAVACA",403557,418670,561483,58.58,67.71
2005,"TX","PORT LAVACA",686943,734533,955136,70.11,70.22
2006,"TX","PORT LAVACA",599725,749459,945373,-1.02,-12.7
2007,"TX","PORT LAVACA",471230,302125,371072,-60.75,-21.43
2008,"TX","PORT LAVACA",202688,342651,412928,11.28,-56.99
2009,"TX","PORT LAVACA",318055,621787,744542,80.31,56.92
2010,"TX","PORT LAVACA",551458,1092709,1292899,73.65,73.38
2011,"TX","PORT LAVACA",250262,593729,688204,-46.77,-54.62
2012,"TX","PORT LAVACA",521961,1453370,1653704,140.29,108.57
2013,"TX","PORT LAVACA",381578,1242103,1388994,-16.01,-26.9
2014,"TX","PORT LAVACA",281675.96,1130192,1240644,-10.68,-26.18
2015,"TX","PORT LAVACA",234855,654711.8,711578,-42.64,-16.62
2016,"TX","PORT LAVACA",254102.44,1209260,1301252,82.87,8.2
2017,"TX","PORT LAVACA",189654,1105217,1167120,-10.31,-25.36
2018,"TX","PORT LAVACA",286987,1707314,1760619,50.85,51.32
2019,"TX","PORT LAVACA",346809,2038725,2065334,17.31,20.84
2020,"TX","PORT LAVACA",281097,1400639,1400639,-32.18,-18.95
2003,"TX","PORT MANSFIELD",1511,7496,10323,0,0
2008,"TX","PORT MANSFIELD",2810,2248,2709,-73.76,85.97
2009,"TX","PORT MANSFIELD",160,96,115,-95.75,-94.31
2011,"TX","PORT MANSFIELD",30,25,29,-74.78,-81.25
2013,"TX","PORT MANSFIELD",238,475,531,1731.03,693.33
1977,"TX","PORT O'CONNOR",2199952,2242284,7632862,0,0
1978,"TX","PORT O'CONNOR",1956570,2666106,8478959,11.08,-11.06
1979,"TX","PORT O'CONNOR",2206608,3401367,9988674,17.81,12.78
1980,"TX","PORT O'CONNOR",1379495,2368108,6378185,-36.15,-37.48
1981,"TX","PORT O'CONNOR",1763684,2513460,6184536,-3.04,27.85
1982,"TX","PORT O'CONNOR",1503885,2638170,6113676,-1.15,-14.73
1983,"TX","PORT O'CONNOR",1884929,3321645,7407445,21.16,25.34
1984,"TX","PORT O'CONNOR",1859698,2478104,5333850,-27.99,-1.34
1985,"TX","PORT O'CONNOR",1361595,1653449,3449759,-35.32,-26.78
1986,"TX","PORT O'CONNOR",1375199,2296863,4697599,36.17,1
1987,"TX","PORT O'CONNOR",1665640,2222343,4435487,-5.58,21.12
1988,"TX","PORT O'CONNOR",924079,1444557,2784899,-37.21,-44.52
1989,"TX","PORT O'CONNOR",1013253,1601226,2970472,6.66,9.65
1990,"TX","PORT O'CONNOR",1528001,2716652,4857877,63.54,50.8
1991,"TX","PORT O'CONNOR",1316115,2320801,4014260,-17.37,-13.87
1992,"TX","PORT O'CONNOR",1404794,2625145,4439516,10.59,6.74
1993,"TX","PORT O'CONNOR",1236550,1911802,3158274,-28.86,-11.98
1994,"TX","PORT O'CONNOR",904977,1871476,3027052,-4.15,-26.81
1995,"TX","PORT O'CONNOR",797476,1109023,1756946,-41.96,-11.88
1996,"TX","PORT O'CONNOR",510918,895534,1393222,-20.7,-35.93
1997,"TX","PORT O'CONNOR",720354,1236365,1890866,35.72,40.99
1998,"TX","PORT O'CONNOR",709017,1009177,1526240,-19.28,-1.57
1999,"TX","PORT O'CONNOR",338519,496020,739740,-51.53,-52.26
2000,"TX","PORT O'CONNOR",442021,826277,1204961,62.89,30.57
2001,"TX","PORT O'CONNOR",466070,850735,1213291,0.69,5.44
2002,"TX","PORT O'CONNOR",236039,256081,359610,-70.36,-49.36
2003,"TX","PORT O'CONNOR",141628,140709,193773,-46.12,-40
2004,"TX","PORT O'CONNOR",365606,339719,455601,135.12,158.15
2005,"TX","PORT O'CONNOR",168845,211324,274790,-39.69,-53.82
2006,"TX","PORT O'CONNOR",71687,86785,109471,-60.16,-57.54
2007,"TX","PORT O'CONNOR",31400,14866,18258,-83.32,-56.2
2008,"TX","PORT O'CONNOR",46149,128606,154982,748.84,46.97
2009,"TX","PORT O'CONNOR",103974,204780,245208,58.22,125.3
2010,"TX","PORT O'CONNOR",282624,508871,602098,145.55,171.82
2011,"TX","PORT O'CONNOR",157887,348377,403812,-32.93,-44.14
2012,"TX","PORT O'CONNOR",291581,658842,749655,85.64,84.68
2013,"TX","PORT O'CONNOR",167623,559761,625959,-16.5,-42.51
2014,"TX","PORT O'CONNOR",197661.76,581893,638760,2.05,17.92
2015,"TX","PORT O'CONNOR",291653.5,600953,653149,2.25,47.55
2016,"TX","PORT O'CONNOR",243598.98,647066,696292,6.61,-16.48
2017,"TX","PORT O'CONNOR",231443,659696,696646,0.05,-4.99
2018,"TX","PORT O'CONNOR",268856,775055,799254,14.73,16.17
2019,"TX","PORT O'CONNOR",146072,684115,693045,-13.29,-45.67
2020,"TX","PORT O'CONNOR",88989,445508,445508,-35.72,-39.08
1997,"FL","PORT ORANGE",3320,5467,8362,0,0
2002,"FL","PORT ORANGE",14,63,88,-98.95,-99.58
2003,"FL","PORT ORANGE",981,2107,2901,3196.59,6907.14
2005,"FL","PORT ORANGE",46,116,151,-94.79,-95.31
1991,"FL","PORT RICHEY",49428,63809,110371,0,0
1992,"FL","PORT RICHEY",38834,62206,105200,-4.69,-21.43
1993,"FL","PORT RICHEY",71747,85332,140968,34,84.75
1994,"FL","PORT RICHEY",30084,55666,90038,-36.13,-58.07
1995,"FL","PORT RICHEY",91579,164093,259961,188.72,204.41
1996,"FL","PORT RICHEY",143668,208736,324739,24.92,56.88
1997,"FL","PORT RICHEY",58080,81636,124852,-61.55,-59.57
1998,"FL","PORT RICHEY",87,185,280,-99.78,-99.85
2001,"FL","PORT RICHEY",16,8,11,-96.07,-81.61
2004,"FL","PORT RICHEY",41518,43226,57970,526900,259387.5
2005,"FL","PORT RICHEY",77219,78873,102559,76.92,85.99
2006,"FL","PORT RICHEY",39093,44135,55673,-45.72,-49.37
2007,"FL","PORT RICHEY",119265,154461,189711,240.76,205.08
2008,"FL","PORT RICHEY",9831,16617,20024,-89.44,-91.76
2010,"FL","PORT RICHEY",5392,19728,23342,16.57,-45.15
2011,"FL","PORT RICHEY",1353,1376,1595,-93.17,-74.91
2018,"FL","PORT RICHEY",707,3301,3404,113.42,-47.75
1977,"FL","PORT SAINT JOE",377294,445097,1515135,0,0
1978,"FL","PORT SAINT JOE",319009,328796,1045662,-30.99,-15.45
1979,"FL","PORT SAINT JOE",160907,163110,479000,-54.19,-49.56
1983,"FL","PORT SAINT JOE",2663,7182,16016,-96.66,-98.35
1984,"FL","PORT SAINT JOE",222,404,870,-94.57,-91.66
1986,"FL","PORT SAINT JOE",463806,1053955,2155575,247667.24,208821.62
1987,"FL","PORT SAINT JOE",276048,664593,1326435,-38.46,-40.48
1988,"FL","PORT SAINT JOE",276136,584750,1127314,-15.01,0.03
1989,"FL","PORT SAINT JOE",168122,438602,813659,-27.82,-39.12
1990,"FL","PORT SAINT JOE",233549,454517,812761,-0.11,38.92
1991,"FL","PORT SAINT JOE",158857,349565,604638,-25.61,-31.98
1992,"FL","PORT SAINT JOE",173230,402762,681130,12.65,9.05
1993,"FL","PORT SAINT JOE",233648,357746,590990,-13.23,34.88
1994,"FL","PORT SAINT JOE",177788,402554,651118,10.17,-23.91
1995,"FL","PORT SAINT JOE",315456,664802,1053199,61.75,77.43
1996,"FL","PORT SAINT JOE",737270,1161907,1807631,71.63,133.72
1997,"FL","PORT SAINT JOE",749743,2009632,3073483,70.03,1.69
1998,"FL","PORT SAINT JOE",698469,1858040,2810029,-8.57,-6.84
1999,"FL","PORT SAINT JOE",547047,1566837,2336701,-16.84,-21.68
2000,"FL","PORT SAINT JOE",549992,1623877,2368103,1.34,0.54
2001,"FL","PORT SAINT JOE",589360,1460958,2083571,-12.02,7.16
2002,"FL","PORT SAINT JOE",573540,1184728,1663702,-20.15,-2.68
2003,"FL","PORT SAINT JOE",614026,1295344,1783836,7.22,7.06
2004,"FL","PORT SAINT JOE",1570460,3394423,4552303,155.2,155.76
2005,"FL","PORT SAINT JOE",919602,1871700,2433825,-46.54,-41.44
2006,"FL","PORT SAINT JOE",1434199,2516770,3174671,30.44,55.96
2007,"FL","PORT SAINT JOE",508411,1135908,1395135,-56.05,-64.55
2008,"FL","PORT SAINT JOE",619864,1517288,1828477,31.06,21.92
2009,"FL","PORT SAINT JOE",853934,1569958,1879904,2.81,37.76
2010,"FL","PORT SAINT JOE",970456,2477504,2931391,55.93,13.65
2011,"FL","PORT SAINT JOE",588165,1461085,1693574,-42.23,-39.39
2012,"FL","PORT SAINT JOE",593345,1534208,1745682,3.08,0.88
2013,"FL","PORT SAINT JOE",1122235,3735142,4176857,139.27,89.14
2014,"FL","PORT SAINT JOE",962064.58,3469428,3808492,-8.82,-14.27
2015,"FL","PORT SAINT JOE",2659349,7069107.5,7683100,101.74,176.42
2016,"FL","PORT SAINT JOE",1778657.67,4299472.4,4626549,-39.78,-33.12
2017,"FL","PORT SAINT JOE",638909,1777987,1877571,-59.42,-64.08
2018,"FL","PORT SAINT JOE",222440,591250,609711,-67.53,-65.18
2019,"FL","PORT SAINT JOE",393229,1010397,1023586,67.88,76.78
2020,"FL","PORT SAINT JOE",387829,992327,992327,-3.05,-1.37
1996,"FL","PORT SALERNO",1672,3582,5573,0,0
1977,"LA","PORT SULPHUR",296355,239775,816208,0,0
1981,"LA","PORT SULPHUR",1025328,1092754,2688795,229.43,245.98
1982,"LA","PORT SULPHUR",272601,410464,951206,-64.62,-73.41
1983,"LA","PORT SULPHUR",145270,198591,442869,-53.44,-46.71
1984,"LA","PORT SULPHUR",282437,209209,450299,1.68,94.42
1985,"LA","PORT SULPHUR",189454,106727,222675,-50.55,-32.92
1986,"LA","PORT SULPHUR",258173,231416,473298,112.55,36.27
1987,"LA","PORT SULPHUR",222404,234487,468003,-1.12,-13.85
1988,"LA","PORT SULPHUR",235283,182129,351119,-24.98,5.79
1989,"LA","PORT SULPHUR",86939,71129,131953,-62.42,-63.05
1990,"LA","PORT SULPHUR",212221,182176,325764,146.88,144.1
1991,"LA","PORT SULPHUR",194131,215188,372208,14.26,-8.52
1999,"LA","PORT SULPHUR",222892,485692,724337,94.61,14.82
2000,"LA","PORT SULPHUR",4760027,8637389,12595921,1638.96,2035.58
2001,"LA","PORT SULPHUR",4450127,7758116,11064380,-12.16,-6.51
2002,"LA","PORT SULPHUR",1458267,1850730,2598961,-76.51,-67.23
2003,"LA","PORT SULPHUR",3419704,6686935,9208667,254.32,134.5
2004,"LA","PORT SULPHUR",4185745,7907724,10605148,15.16,22.4
2005,"LA","PORT SULPHUR",2700115,6497526,8448922,-20.33,-35.49
2006,"LA","PORT SULPHUR",4217683,8691978,10964126,29.77,56.2
2007,"LA","PORT SULPHUR",4244057,9002190,11056595,0.84,0.63
2008,"LA","PORT SULPHUR",3514459,7160601,8629215,-21.95,-17.19
2009,"LA","PORT SULPHUR",4247447,10553617,12637151,46.45,20.86
2010,"LA","PORT SULPHUR",2041215,4280783,5065041,-59.92,-51.94
2011,"LA","PORT SULPHUR",NA,9834280,11399125,125.05,NA
2012,"LA","PORT SULPHUR",3416794,10968240,12480103,9.48,NA
2013,"LA","PORT SULPHUR",3187977,10622425,11878624,-4.82,-6.7
2014,"LA","PORT SULPHUR",3829760.3,15423340.4,16930649,42.53,20.13
2015,"LA","PORT SULPHUR",3946960.7,18543119.38,20153692,19.04,3.06
2016,"LA","PORT SULPHUR",3060613.75,13198264.6,14202301,-29.53,-22.46
2017,"LA","PORT SULPHUR",3573743,22614974,23881635,68.15,16.77
2018,"LA","PORT SULPHUR",4250358,23732525,24473501,2.48,18.93
2019,"LA","PORT SULPHUR",2877252,15071138,15267851,-37.61,-32.31
2020,"LA","PORT SULPHUR",845576,4853190,4853190,-68.21,-70.61
2000,"LA","PORT VINCENT",140,70,102,0,0
2002,"LA","PORT VINCENT",45,36,51,-50,-67.86
2011,"LA","PORT VINCENT",200,360,417,717.65,344.44
2012,"LA","PORT VINCENT",2371,5170,5883,1310.79,1085.5
2013,"LA","PORT VINCENT",77,154,172,-97.08,-96.75
2014,"LA","PORT VINCENT",227,454,498,189.53,194.81
2014,"TX","PORTLAND",257,514,564,0,0
2015,"TX","PORTLAND",2096,4198,4563,709.04,715.56
2016,"TX","PORTLAND",3402.2,6136.8,6604,44.73,62.32
2017,"TX","PORTLAND",83,176,186,-97.18,-97.56
2018,"TX","PORTLAND",981,1984,2046,1000,1081.93
2019,"TX","PORTLAND",2084,4142,4197,105.13,112.44
2020,"TX","PORTLAND",1266,2680,2680,-36.14,-39.25
1999,"LA","PRAIRIEVILLE",2266,2549,3801,0,0
2000,"LA","PRAIRIEVILLE",393,393,573,-84.93,-82.66
2001,"LA","PRAIRIEVILLE",606,758,1081,88.66,54.2
2002,"LA","PRAIRIEVILLE",1361,1685,2366,118.87,124.59
2003,"LA","PRAIRIEVILLE",221,132,182,-92.31,-83.76
2005,"LA","PRAIRIEVILLE",425,992,1290,608.79,92.31
2006,"LA","PRAIRIEVILLE",4354,4969,6268,385.89,924.47
2008,"LA","PRAIRIEVILLE",248,330,398,-93.65,-94.3
2010,"LA","PRAIRIEVILLE",1411,3357,3972,897.99,468.95
2011,"LA","PRAIRIEVILLE",26396,44931,52081,1211.2,1770.73
2012,"LA","PRAIRIEVILLE",18960,44673,50831,-2.4,-28.17
2013,"LA","PRAIRIEVILLE",11847,33645,37623,-25.98,-37.52
2014,"LA","PRAIRIEVILLE",6083,17213.9,18896,-49.78,-48.65
2015,"LA","PRAIRIEVILLE",10142,27313.2,29686,57.1,66.73
2016,"LA","PRAIRIEVILLE",6531.5,29559,31807,7.14,-35.6
2017,"LA","PRAIRIEVILLE",9860,27081,28598,-10.09,50.96
2018,"LA","PRAIRIEVILLE",9667,27107,27953,-2.26,-1.96
2019,"LA","PRAIRIEVILLE",3994,15649,15853,-43.29,-58.68
2020,"LA","PRAIRIEVILLE",7589,23498,23498,48.22,90.01
1978,"FL","PUNTA GORDA",524355,108745,345840,0,0
1979,"FL","PUNTA GORDA",719608,174883,513573,48.5,37.24
1988,"FL","PUNTA GORDA",467347,323695,624040,21.51,-35.06
1989,"FL","PUNTA GORDA",179052,88690,164533,-73.63,-61.69
1990,"FL","PUNTA GORDA",169490,93417,167046,1.53,-5.34
1991,"FL","PUNTA GORDA",166831,75819,131144,-21.49,-1.57
1992,"FL","PUNTA GORDA",417338,229290,387764,195.68,150.16
1993,"FL","PUNTA GORDA",361787,237422,392219,1.15,-13.31
1994,"FL","PUNTA GORDA",299735,208640,337468,-13.96,-17.15
1995,"FL","PUNTA GORDA",337782,294908,467200,38.44,12.69
1996,"FL","PUNTA GORDA",450,1805,2808,-99.4,-99.87
1997,"FL","PUNTA GORDA",412,1630,2493,-11.22,-8.44
1998,"FL","PUNTA GORDA",422,1823,2757,10.59,2.43
1999,"FL","PUNTA GORDA",402,3349,4995,81.18,-4.74
2000,"FL","PUNTA GORDA",200,1080,1575,-68.47,-50.25
2001,"FL","PUNTA GORDA",600,2750,3922,149.02,200
2002,"FL","PUNTA GORDA",1174,3722,5227,33.27,95.67
2003,"FL","PUNTA GORDA",62543,72754,100190,1816.78,5227.34
2004,"FL","PUNTA GORDA",351777,399859,536256,435.24,462.46
2005,"FL","PUNTA GORDA",231329,267889,348344,-35.04,-34.24
2006,"FL","PUNTA GORDA",96881,114232,144091,-58.64,-58.12
2007,"FL","PUNTA GORDA",176533,244687,300529,108.57,82.22
2008,"FL","PUNTA GORDA",78471,153843,185396,-38.31,-55.55
2009,"FL","PUNTA GORDA",107233,198101,237208,27.95,36.65
2010,"FL","PUNTA GORDA",524577,632276,748111,215.38,389.19
2011,"FL","PUNTA GORDA",435402,543361,629821,-15.81,-17
2012,"FL","PUNTA GORDA",207857,308538,351067,-44.26,-52.26
2013,"FL","PUNTA GORDA",271639,452684,506217,44.19,30.69
2014,"FL","PUNTA GORDA",73565.15,185684.47,203831,-59.73,-72.92
2015,"FL","PUNTA GORDA",132977.19,302189.5,328436,61.13,80.76
2016,"FL","PUNTA GORDA",140705.4,271880.17,292564,-10.92,5.81
2017,"FL","PUNTA GORDA",213654,403207,425789,45.54,51.84
2018,"FL","PUNTA GORDA",298956,565609,583269,36.99,39.93
2019,"FL","PUNTA GORDA",853256,1443410,1462251,150.7,185.41
2020,"FL","PUNTA GORDA",345505,752619,752619,-48.53,-59.51
2020,"MS","PURVIS",154,375,375,0,0
2014,"LA","Perry",49074.95,232589,255320,0,0
2016,"LA","Perry",11497.19,49964,53765,-78.94,-76.57
2010,"FL","QUINCY",151,450,532,0,0
2012,"FL","QUINCY",100,350,398,-25.19,-33.77
2015,"FL","QUINCY",1429,5220,5673,1325.38,1329
2019,"FL","QUINCY",1265,5530,5602,-1.25,-11.48
2011,"TX","QUINTANA",51,51,59,0,0
2012,"TX","QUINTANA",25,30,34,-42.37,-50.98
1999,"LA","RACELAND",198411,98559,146986,0,0
2000,"LA","RACELAND",947570,834537,1217007,727.97,377.58
2001,"LA","RACELAND",744010,528601,753875,-38.05,-21.48
2002,"LA","RACELAND",1112328,750259,1053582,39.76,49.5
2003,"LA","RACELAND",1091258,723147,995855,-5.48,-1.89
2004,"LA","RACELAND",1122928,807011,1082292,8.68,2.9
2005,"LA","RACELAND",1134975,863181,1122419,3.71,1.07
2006,"LA","RACELAND",1350461,837451,1056367,-5.88,18.99
2007,"LA","RACELAND",1189077,954530,1172365,10.98,-11.95
2008,"LA","RACELAND",2245262,1897868,2287114,95.09,88.82
2009,"LA","RACELAND",2024578,1362615,1631628,-28.66,-9.83
2010,"LA","RACELAND",1323795,1161571,1374375,-15.77,-34.61
2011,"LA","RACELAND",1432994,1115211,1292666,-5.95,8.25
2012,"LA","RACELAND",1385937,1122902,1277682,-1.16,-3.28
2013,"LA","RACELAND",1258277,1643076,1837386,43.81,-9.21
2014,"LA","RACELAND",1343511.4,2043733.84,2243465,22.1,6.77
2015,"LA","RACELAND",994473.75,1454148.38,1580449,-29.55,-25.98
2016,"LA","RACELAND",1004043,1085218.22,1167775,-26.11,0.96
2017,"LA","RACELAND",974655,1030489,1088207,-6.81,-2.93
2018,"LA","RACELAND",1440124,1819099,1875895,72.38,47.76
2019,"LA","RACELAND",966915,1132729,1147514,-38.83,-32.86
2020,"LA","RACELAND",1110959,1657999,1657999,44.49,14.9
2007,"LA","RAGLEY",456,1450,1781,0,0
2008,"LA","RAGLEY",587,2052,2473,38.85,28.73
2009,"LA","RAGLEY",1910,5820,6969,181.8,225.38
2010,"LA","RAGLEY",2386,8554,10121,45.23,24.92
2011,"LA","RAGLEY",2984,6127,7102,-29.83,25.06
2012,"LA","RAGLEY",895,2898,3297,-53.58,-70.01
2017,"LA","RAGLEY",1072,2636,2783,-15.59,19.78
2019,"LA","RAGLEY",325,1138,1153,-58.57,-69.68
2004,"TX","RAYMONDVILLE",23,29,39,0,0
1977,"LA","RAYNE",402088,198555,675892,0,0
1978,"LA","RAYNE",24578,10560,33583,-95.03,-93.89
1979,"LA","RAYNE",39249,31816,93433,178.22,59.69
1981,"LA","RAYNE",38368,29964,73728,-21.09,-2.24
1984,"LA","RAYNE",60234,41073,88405,19.91,56.99
2007,"LA","RAYNE",1309,1388,1705,-98.07,-97.83
2008,"LA","RAYNE",13462,11791,14209,733.37,928.42
2009,"LA","RAYNE",19111,17353,20779,46.24,41.96
2010,"LA","RAYNE",32104,29089,34418,65.64,67.99
2011,"LA","RAYNE",30201,32468,37634,9.34,-5.93
2012,"LA","RAYNE",38808,42994,48920,29.99,28.5
2013,"LA","RAYNE",16466,20266,22662,-53.68,-57.57
2014,"LA","RAYNE",21493.3,26725.15,29336,29.45,30.53
2015,"LA","RAYNE",11455.33,13148.85,14290,-51.29,-46.7
2016,"LA","RAYNE",9500,10818.45,11642,-18.53,-17.07
2017,"LA","RAYNE",11305,14015,14800,27.13,19
2018,"LA","RAYNE",5948,7541,7776,-47.46,-47.39
2019,"LA","RAYNE",3003,3751,3800,-51.13,-49.51
2020,"LA","RAYNE",20717,39327,39327,934.92,589.88
2012,"LA","REDDELL",25,25,28,0,0
1989,"FL","REDINGTON SHORES",66708,105277,195303,0,0
1990,"FL","REDINGTON SHORES",240453,401195,717411,267.33,260.46
1991,"FL","REDINGTON SHORES",286561,402209,695696,-3.03,19.18
1992,"FL","REDINGTON SHORES",339074,562809,951796,36.81,18.33
1993,"FL","REDINGTON SHORES",456625,792910,1309879,37.62,34.67
1994,"FL","REDINGTON SHORES",411962,758290,1226509,-6.36,-9.78
1995,"FL","REDINGTON SHORES",353032,651716,1032465,-15.82,-14.3
1996,"FL","REDINGTON SHORES",335071,688710,1071455,3.78,-5.09
1997,"FL","REDINGTON SHORES",344502,706005,1079748,0.77,2.81
1998,"FL","REDINGTON SHORES",342650,706698,1068782,-1.02,-0.54
1999,"FL","REDINGTON SHORES",389675,800230,1193423,11.66,13.72
2000,"FL","REDINGTON SHORES",453665,1013863,1478519,23.89,16.42
2001,"FL","REDINGTON SHORES",396586,889049,1267934,-14.24,-12.58
2002,"FL","REDINGTON SHORES",507753,1081348,1518526,19.76,28.03
2003,"FL","REDINGTON SHORES",519706,1181397,1626918,7.14,2.35
2004,"FL","REDINGTON SHORES",545554,1304881,1749989,7.56,4.97
2005,"FL","REDINGTON SHORES",474022,1113878,1448407,-17.23,-13.11
2006,"FL","REDINGTON SHORES",332849,912442,1150961,-20.54,-29.78
2007,"FL","REDINGTON SHORES",313770,981148,1205058,4.7,-5.73
2008,"FL","REDINGTON SHORES",283509,797231,960743,-20.27,-9.64
2009,"FL","REDINGTON SHORES",386511,1033456,1237484,28.8,36.33
2010,"FL","REDINGTON SHORES",179604,611210,723184,-41.56,-53.53
2011,"FL","REDINGTON SHORES",197745,620852,719644,-0.49,10.1
2012,"FL","REDINGTON SHORES",234568,798533,908601,26.26,18.62
2013,"FL","REDINGTON SHORES",262092,919710,1028474,13.19,11.73
2014,"FL","REDINGTON SHORES",514404.98,1886437.8,2070799,101.35,96.27
2015,"FL","REDINGTON SHORES",448635.59,1737966.82,1888919,-8.78,-12.79
2016,"FL","REDINGTON SHORES",318000.43,1353818.48,1456810,-22.88,-29.12
2017,"FL","REDINGTON SHORES",374687,1551208,1638091,12.44,17.83
2018,"FL","REDINGTON SHORES",348873,1623078,1673753,2.18,-6.89
2019,"FL","REDINGTON SHORES",351668,2032989,2059525,23.05,0.8
2020,"FL","REDINGTON SHORES",274505,1548546,1548546,-24.81,-21.94
1999,"LA","RESERVE",4247,7835,11685,0,0
2000,"LA","RESERVE",27871,59056,86121,637.02,556.25
2001,"LA","RESERVE",17594,34912,49791,-42.18,-36.87
2002,"LA","RESERVE",41519,54067,75926,52.49,135.98
2003,"LA","RESERVE",33772,46355,63836,-15.92,-18.66
2004,"LA","RESERVE",39814,53971,72381,13.39,17.89
2005,"LA","RESERVE",33230,46597,60591,-16.29,-16.54
2006,"LA","RESERVE",18727,21625,27278,-54.98,-43.64
2007,"LA","RESERVE",12062,14616,17953,-34.19,-35.59
2008,"LA","RESERVE",30463,59368,71544,298.51,152.55
2009,"LA","RESERVE",20894,28907,34615,-51.62,-31.41
2010,"LA","RESERVE",60121,87195,103169,198.05,187.74
2011,"LA","RESERVE",29067,43349,50246,-51.3,-51.65
2012,"LA","RESERVE",37653,63866,72669,44.63,29.54
2013,"LA","RESERVE",30941,66004,73810,1.57,-17.83
2014,"LA","RESERVE",36995,84783.5,93069,26.09,19.57
2015,"LA","RESERVE",42857,70834.28,76987,-17.28,15.85
2016,"LA","RESERVE",40780,61024,65666,-14.71,-4.85
2017,"LA","RESERVE",62738,103100,108875,65.8,53.85
2018,"LA","RESERVE",16771,29758,30687,-71.81,-73.27
2019,"LA","RESERVE",33786,57525,58275,89.9,101.45
2020,"LA","RESERVE",35547,66320,66320,13.81,5.21
2003,"FL","RIDGE MANOR",1230,1072,1476,0,0
2004,"FL","RIDGE MANOR",506,304,408,-72.36,-58.86
2005,"FL","RIDGE MANOR",1410,1519,1975,384.07,178.66
2006,"FL","RIDGE MANOR",2995,3667,4626,134.23,112.41
2011,"TX","RIO HONDO",64307,99492,115324,0,0
2012,"TX","RIO HONDO",6065,6872,7819,-93.22,-90.57
2013,"TX","RIO HONDO",8601,15851,17725,126.69,41.81
2014,"TX","RIO HONDO",21081,46526.5,51073,188.14,145.1
2015,"TX","RIO HONDO",31945.5,69097.5,75099,47.04,51.54
2016,"TX","RIO HONDO",81338,157254.85,169218,125.33,154.61
2017,"TX","RIO HONDO",30172,52544,55487,-67.21,-62.91
2018,"TX","RIO HONDO",2722,5542,5715,-89.7,-90.98
2019,"TX","RIO HONDO",86060,225052,227989,3889.31,3061.65
2020,"TX","RIO HONDO",78313,182766,182766,-19.84,-9
